what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720546697
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430720550868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720581066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720583065
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1430720583076
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430720592792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430720593843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720595842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720597710
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430720597718
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430720603646
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430720612629
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAutomatically",1430720616575
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1430720618427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720618707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720618753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430720629628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430720636534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720641097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720641993
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430720642003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720642469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720642527
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1430720646221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720646512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720646562
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430720653238
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430720664977
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430720667561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720668877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720688336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1430720688349
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430720689418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720692026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720694647
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720703019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720709807
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430720715818
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1430720716931
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430720729978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720735681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720761867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720766264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720767673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720786557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720787654
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1430720787660
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1430720787660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720791188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720798211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720801193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720805746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1430720805758
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430720806135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720807363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720807918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720808420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720823381
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430720825587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430720826729
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430720831142
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1430720832379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430720833559
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430720843055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720846467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720847499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720848914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720861132
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430720863167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720864513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720865586
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720868798
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430720879369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720881214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720884869
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720888029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720891194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720894413
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720898600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720901615
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430720913733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720914138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720919893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720925091
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430720945603
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1430720946691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430720947011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720952906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720958453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720961885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720969421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430720985627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430720991569
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1430720991838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430720992041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720995991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430720998317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430721002639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430721008746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430721010108
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1430721012016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430721014307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430721015918
