what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739245331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739247237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739253455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739256063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739257127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739260464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739263728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739267701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430739272214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1430739277427
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430739278603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430739287705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430739289644
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1430739290023
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1430739294458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1430739295593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430739299760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1430739304953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430739306304
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1430739307253
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430739309802
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1430739310325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739324952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739330610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739333375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739340049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739348545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739350330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430739354026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739354624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739357195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739358455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739360513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739362944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739366139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430739368781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430739370243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739370922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430739374123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430739375938
